Calculated by The Downballot,,,Subscribe to our newsletter,,,,,
HI-02,Jill Tokuda,(D),60,38,22,64,34,29
IA-01,Mariannette Miller-Meeks,(R),45,54,-8,48,51,-3
IA-02,Ashley Hinson,(R),44,54,-10,47,51,-4
IA-03,Zach Nunn,(R),47,52,-4,48.9,49.3,-0.3
IA-04,Randy Feenstra,(R),34,65,-31,36,62,-26
ID-01,Russ Fulcher,(R),26,71,-45,30,68,-38
ID-02,Mike Simpson,(R),35,62,-27,37,60,-23
IL-01,Jonathan Jackson,(D),65,33,32,70,28,42
IL-02,Robin Kelly,(D),66,33,33,69,29,40
IL-03,Delia Ramirez,(D),65,34,31,70,28,41
IL-04,Chuy Garcia,(D),63,35,28,72,26,46
IL-05,Mike Quigley,(D),68,31,37,69,29,40
IL-06,Sean Casten,(D),52,47,5,55,44,11
IL-07,Danny Davis,(D),82,17,65,86,13,73
IL-08,Raja Krishnamoorthi,(D),53,46,7,57,41,15
IL-09,Jan Schakowsky,(D),68,31,37,70,28,42
IL-10,Brad Schneider,(D),60,38,22,62,36,26
IL-11,Bill Foster,(D),55,44,11,57,41,15
IL-12,Mike Bost,(R),28,71,-43,28,71,-43
IL-13,Nikki Budzinski,(D),54,44,10,54,43,11
IL-14,Lauren Underwood,(D),52,47,5,55,43,11
IL-15,Mary Miller,(R),29,69,-40,30,68,-39
IL-16,Darin LaHood,(R),38,61,-23,38,60,-22
IL-17,Eric Sorensen,(D),52,47,5,53,45,8
IN-01,Frank Mrvan,(D),49.4,49.0,0.4,53,45,8
IN-02,Rudy Yakym,(R),36,62,-27,38,60,-23
IN-03,Marlin Stutzman,(R),34,65,-31,34,64,-30
IN-04,Jim Baird,(R),34,64,-29,34,63,-29
IN-05,Victoria Spartz,(R),41,57,-17,41,57,-16
IN-06,Jefferson Shreve,(R),33,65,-33,33,65,-32
IN-07,Andre Carson,(D),70,28,41,70,28,42
IN-08,Mark Messmer,(R),31,67,-36,33,65,-33
IN-09,Erin Houchin,(R),34,64,-30,35,63,-27
KS-01,Tracey Mann,(R),33,65,-31,34,64,-30
KS-02,Derek Schmidt,(R),39,59,-20,41,57,-16
KS-03,Sharice Davids,(D),51,47,4,51,47,4
KS-04,Ron Estes,(R),37,61,-23,38,60,-22
KY-01,James Comer,(R),26,73,-47,28,71,-43
KY-02,Brett Guthrie,(R),29,70,-41,31,68,-37
KY-03,Morgan McGarvey,(D),59,40,19,60,38,22
KY-04,Thomas Massie,(R),31,67,-36,33,65,-33
KY-05,Hal Rogers,(R),17,81,-64,20,79,-59
KY-06,Andy Barr,(R),42,57,-15,44,54,-11
LA-01,Steve Scalise,(R),30,68,-38,30,68,-38
LA-02,Troy Carter,(D),65,33,31,67,31,36
LA-03,Clay Higgins,(R),27,72,-45,28,70,-42
LA-04,Mike Johnson,(R),23,75,-52,25,74,-49
LA-05,Julia Letlow,(R),31,67,-36,32,66,-34
LA-06,Cleo Fields,(D),57,42,15,59,39,20
MA-01,Richard Neal,(D),56,42,14,60,38,22
MA-02,Jim McGovern,(D),61,37,24,64,33,31
MA-03,Lori Trahan,(D),58,39,19,63,35,27
MA-04,Jake Auchincloss,(D),59,39,20,63,35,28
MA-05,Katherine Clark,(D),71,26,45,75,24,51
MA-06,Seth Moulton,(D),59,39,21,63,35,28
MA-07,Ayanna Pressley,(D),80,17,63,86,13,72
MA-08,Stephen Lynch,(D),62,36,26,67,31,35
MA-09,Bill Keating,(D),55,44,11,58,40,18
MD-01,Andy Harris,(R),40,57,-17,42,56,-15
MD-02,Johnny Olszewski,(D),58,40,18,59,39,21
MD-03,Sarah Elfreth,(D),60,37,24,62,36,26
MD-04,Glenn Ivey,(D),85,12,74,90,9,81
MD-05,Steny Hoyer,(D),66,32,33,67,31,36
MD-06,April McClain Delaney,(D),52,46,6,54,44,10
MD-07,Kweisi Mfume,(D),78,19,59,81,17,63
MD-08,Jamie Raskin,(D),77,20,56,81,18,63
ME-01,Chellie Pingree,(D),60,38,22,60,37,23
ME-02,Jared Golden,(D),44,54,-9,45,52,-6
MI-01,Jack Bergman,(R),39,60,-21,39,59,-20
MI-02,John Moolenaar,(R),34,64,-30,35,63,-28
MI-03,Hillary Scholten,(D),53,45,8,53,45,8
MI-04,Bill Huizenga,(R),46,52,-6,47,51,-4
MI-05,Tim Walberg,(R),36,63,-27,37,61,-24
MI-06,Debbie Dingell,(D),60,37,23,63,36,27
MI-07,Tom Barrett,(R),49,50,-1,49.4,48.9,1
MI-08,Kristen McDonald Rivet,(D),48,50,-2,50,48,2
MI-09,Lisa McClain,(R),33,65,-32,35,64,-29
MI-10,John James,(R),46,52,-7,49,50,-1
MI-11,Haley Stevens,(D),57,41,16,59,39,20
MI-12,Rashida Tlaib,(D),67,29,38,74,25,49
MI-13,Shri Thanedar,(D),69,28,41,74,25,50
MN-01,Brad Finstad,(R),43,55,-12,44,54,-9
MN-02,Angie Craig,(D),52,46,6,53,45,7
MN-03,Kelly Morrison,(D),60,38,21,60,39,21
MN-04,Betty McCollum,(D),67,31,36,68,30,38
MN-05,Ilhan Omar,(D),80,18,62,81,17,63
MN-06,Tom Emmer,(R),39,59,-20,40,58,-18
MN-07,Michelle Fischbach,(R),31,67,-36,32,66,-33
MN-08,Pete Stauber,(R),42,56,-14,43,55,-11
MO-01,Wesley Bell,(D),78,21,57,78,20,58
MO-02,Ann Wagner,(R),45,53,-8,45,53,-8
MO-03,Bob Onder,(R),36,63,-27,36,62,-26
MO-04,Mark Alford,(R),28,71,-42,29,69,-39
MO-05,Emanuel Cleaver,(D),61,38,23,62,36,26
MO-06,Sam Graves,(R),30,69,-39,31,68,-37
MO-07,Eric Burlison,(R),28,71,-43,28,70,-41
MO-08,Jason Smith,(R),22,77,-54,24,75,-51
MS-01,Trent Kelly,(R),31,68,-37,33,65,-32
MS-02,Bennie Thompson,(D),60,39,20,62,36,26
MS-03,Michael Guest,(R),35,64,-29,37,62,-24
MS-04,Mike Ezell,(R),28,71,-43,30,68,-38
MT-01,Ryan Zinke,(R),43,54,-12,45,52,-7
MT-02,Troy Downing,(R),34,63,-30,35,62,-27
NC-01,Don Davis,(D),48,51,-3,50,49,2
NC-02,Deborah Ross,(D),66,32,34,67,32,35
NC-03,Greg Murphy,(R),39,60,-22,41,58,-17
NC-04,Valerie Foushee,(D),72,27,45,72,26,46
NC-05,Virginia Foxx,(R),41,58,-18,42,57,-15
NC-06,Addison McDowell,(R),41,58,-17,41,58,-16
NC-07,David Rouzer,(R),43,56,-14,44,55,-11
NC-08,Mark Harris,(R),40,59,-19,41,58,-18
NC-09,Richard Hudson,(R),42,57,-16,42,56,-14
NC-10,Pat Harrigan,(R),41,58,-18,41,57,-16
NC-11,Chuck Edwards,(R),45,54,-10,44,55,-11
NC-12,Alma Adams,(D),72,26,46,74,24,50
NC-13,Brad Knott,(R),41,58,-16,41,58,-17
NC-14,Tim Moore,(R),42,57,-15,41,58,-16
ND-AL,Julie Fedorchak,(R),31,68,-37,32,65,-34
NE-01,Mike Flood,(R),43,56,-13,43,54,-11
NE-02,Don Bacon,(R),52,47,5,52,46,6
NE-03,Adrian Smith,(R),23,76,-54,23,75,-52
NH-01,Chris Pappas,(D),51,49,2,52,46,6
NH-02,Maggie Goodlander,(D),51,48,4,54,45,9
NJ-01,Donald Norcross,(D),59,40,19,62,37,24
NJ-02,Jeff Van Drew,(R),43,56,-13,47,52,-5
NJ-03,Herb Conaway,(D),53,45,8,56,42,14
NJ-04,Chris Smith,(R),34,64,-30,38,61,-22
NJ-05,Josh Gottheimer,(D),50,48,2,56,43,12
NJ-06,Frank Pallone,(D),52,46,6,59,40,19
NJ-07,Tom Kean,(R),48,50,-1,51,47,4
NJ-08,Rob Menendez,(D),61,37,24,72,27,45
NJ-09,Nellie Pou,(D),48,49,-1,59,40,19
NJ-10,LaMonica McIver,(D),75,24,51,81,19,62
NJ-11,Analilia Mejia,(D),53,45,9,58,41,17
NJ-12,Bonnie Watson Coleman,(D),61,37,24,67,32,34
NM-01,Melanie Stansbury,(D),55,42,13,56,42,14
NM-02,Gabe Vasquez,(D),48,50,-2,52,46,6
NM-03,Teresa Leger Fernandez,(D),52,46,5,54,44,11
NV-01,Dina Titus,(D),50,48,2,53,45,9
NV-02,Mark Amodei,(R),42,56,-14,43,54,-11
NV-03,Susie Lee,(D),49,50,-1,52,46,7
NV-04,Steven Horsford,(D),50,48,2,53,45,8
NY-01,Nick LaLota,(R),44,54,-10,49,50,-2
NY-02,Andrew Garbarino,(R),43,56,-14,48,51,-2
NY-03,Tom Suozzi,(D),47,51,-4,55,44,11
NY-04,Laura Gillen,(D),50,49,1,57,42,15
NY-05,Gregory Meeks,(D),70,28,42,81,19,62
NY-06,Grace Meng,(D),52,46,6,64,35,29
NY-07,Nydia Velazquez,(D),72,26,46,80,19,61
NY-08,Hakeem Jeffries,(D),71,27,44,77,22,56
NY-09,Yvette Clarke,(D),69,29,41,76,24,52
NY-10,Dan Goldman,(D),79,19,60,85,14,71
NY-11,Nicole Malliotakis,(R),37,61,-24,46,53,-8
NY-12,Jerry Nadler,(D),81,17,64,85,14,71
NY-13,Adriano Espaillat,(D),79,20,59,88,11,77
NY-14,Alexandria Ocasio-Cortez,(D),65,33,32,77,22,55
NY-15,Ritchie Torres,(D),74,25,48,85,14,71
NY-16,George Latimer,(D),66,33,33,72,27,45
NY-17,Mike Lawler,(R),50,49,1,54,44,10
NY-18,Pat Ryan,(D),51,48,3,54,45,9
NY-19,Josh Riley,(D),50,49,2,51,47,4
NY-20,Paul Tonko,(D),56,42,14,59,39,19
NY-21,Elise Stefanik,(R),39,60,-21,41,57,-16
NY-22,John Mannion,(D),54,46,8,55,43,11
NY-23,Nick Langworthy,(R),39,60,-21,40,58,-18
NY-24,Claudia Tenney,(R),38,61,-23,39,59,-20
NY-25,Joe Morelle,(D),59,40,18,59,39,21
NY-26,Tim Kennedy,(D),59,40,19,62,37,25
OH-01,Greg Landsman,(D),53,46,6,53,45,8
OH-02,David Taylor,(R),26,73,-48,27,72,-45
OH-03,Joyce Beatty,(D),70,29,40,71,27,44
OH-04,Jim Jordan,(R),31,68,-37,31,67,-36
OH-05,Bob Latta,(R),35,64,-29,36,63,-27
OH-06,Michael Rulli,(R),33,66,-34,35,64,-29
OH-07,Max Miller,(R),44,55,-11,45,54,-9
OH-08,Warren Davidson,(R),38,61,-24,38,60,-22
OH-09,Marcy Kaptur,(D),46,53,-7,48,51,-3
OH-10,Mike Turner,(R),47,52,-6,47,51,-4
OH-11,Shontel Brown,(D),77,22,55,78,21,58
OH-12,Troy Balderson,(R),33,66,-33,34,65,-31
OH-13,Emilia Sykes,(D),49.569,49.523,0.046,51,48,3
OH-14,Dave Joyce,(R),41,59,-18,42,57,-15
OH-15,Mike Carey,(R),45,54,-9,46,53,-7
OK-01,Kevin Hern,(R),38,60,-22,38,59,-21
OK-02,Josh Brecheen,(R),21,77,-56,22,76,-53
OK-03,Frank Lucas,(R),26,72,-46,27,71,-45
OK-04,Tom Cole,(R),32,66,-33,33,65,-32
OK-05,Stephanie Bice,(R),40,58,-18,40,57,-17
OR-01,Suzanne Bonamici,(D),67,29,38,68,29,39
OR-02,Cliff Bentz,(R),35,62,-27,37,61,-24
OR-03,Maxine Dexter,(D),71,25,46,73,25,47
OR-04,Val Hoyle,(D),54,42,12,55,42,13
OR-05,Janelle Bynum,(D),53,44,9,53,44,9
OR-06,Andrea Salinas,(D),54,43,11,55,42,13
PA-01,Brian Fitzpatrick,(R),49.7,49.4,0.3,52,47,5
PA-02,Brendan Boyle,(D),67,32,36,71,28,43
PA-03,Dwight Evans,(D),88,11,77,90,9,81
PA-04,Madeleine Dean,(D),57,42,16,59,40,19
PA-05,Mary Gay Scanlon,(D),64,35,29,66,33,32
PA-06,Chrissy Houlahan,(D),55,44,11,57,42,15
PA-07,Ryan Mackenzie,(R),48,51,-3,50,49,1
PA-08,Rob Bresnahan,(R),45,54,-8,48,51,-3
PA-09,Dan Meuser,(R),31,69,-38,31,68,-37
PA-10,Scott Perry,(R),47,52,-5,47,51,-4
PA-11,Lloyd Smucker,(R),39,60,-21,39,60,-21
PA-12,Summer Lee,(D),59,40,19,59,39,20
PA-13,John Joyce,(R),27,72,-46,27,72,-45
PA-14,Guy Reschenthaler,(R),33,66,-33,34,65,-32
PA-15,Glenn Thompson,(R),31,69,-38,31,68,-37
PA-16,Mike Kelly,(R),38,61,-23,39,60,-21
PA-17,Chris Deluzio,(D),52,47,6,52,46,6
RI-01,Gabe Amo,(D),60,38,22,64,35,29
RI-02,Seth Magaziner,(D),52,46,7,56,42,14
SC-01,Nancy Mace,(R),43,56,-13,45,53,-9
SC-02,Joe Wilson,(R),42,56,-14,44,55,-11
SC-03,Sheri Biggs,(R),28,71,-43,31,68,-37
SC-04,William Timmons,(R),37,61,-24,40,58,-19
SC-05,Ralph Norman,(R),38,61,-23,40,58,-18
SC-06,Jim Clyburn,(D),61,38,23,65,33,32
SC-07,Russell Fry,(R),36,63,-26,40,59,-19
SD-AL,Dusty Johnson,(R),34,63,-29,36,62,-26
TN-01,Diana Harshbarger,(R),21,78,-58,22,76,-54
TN-02,Tim Burchett,(R),32,66,-34,34,64,-29
TN-03,Chuck Fleischmann,(R),31,67,-36,33,65,-32
TN-04,Scott DesJarlais,(R),28,71,-44,30,68,-38
TN-05,Andy Ogles,(R),40,58,-18,43,55,-11
TN-06,John Rose,(R),32,67,-35,34,64,-29
TN-07,Matt Van Epps,(R),38,60,-22,41,56,-15
TN-08,David Kustoff,(R),29,70,-41,31,68,-37
TN-09,Steve Cohen,(D),71,27,43,73,25,48
TX-01,Nathaniel Moran,(R),24,75,-51,26,72,-46
TX-02,Dan Crenshaw,(R),38,61,-24,38,61,-23
TX-03,Keith Self,(R),39,59,-20,42,56,-14
TX-04,Pat Fallon,(R),33,66,-33,36,62,-26
TX-05,Lance Gooden,(R),36,63,-27,38,61,-22
TX-06,Jake Ellzey,(R),35,64,-29,37,61,-24
TX-07,Lizzie Fletcher,(D),59,38,21,64,34,30
TX-08,Morgan Luttrell,(R),32,66,-34,36,63,-27
TX-09,Al Green,(D),71,27,44,76,23,53
TX-10,Michael McCaul,(R),37,62,-25,40,59,-19
TX-11,August Pfluger,(R),27,72,-45,29,69,-40
TX-12,Craig Goldman,(R),38,61,-23,40,58,-18
TX-13,Ronny Jackson,(R),26,73,-48,26,72,-45
TX-14,Randy Weber,(R),32,67,-34,35,64,-29
TX-15,Monica De La Cruz,(R),41,59,-18,48,51,-3
TX-16,Veronica Escobar,(D),57,41,16,67,32,35
TX-17,Pete Sessions,(R),35,64,-29,38,61,-23
TX-18,Christian Menefee,(D),69,29,40,74,25,49
TX-19,Jodey Arrington,(R),24,75,-52,26,72,-46
TX-20,Joaquin Castro,(D),60,39,21,66,33,33
TX-21,Chip Roy,(R),38,61,-24,39,59,-20
TX-22,Troy Nehls,(R),39,59,-20,41,57,-16
TX-23,VACANT (Gonzales),(R),42,57,-16,46,53,-7
TX-24,Beth Van Duyne,(R),41,57,-16,43,55,-12
TX-25,Roger Williams,(R),31,68,-36,34,65,-31
TX-26,Brandon Gill,(R),38,61,-23,40,59,-19
TX-27,Michael Cloud,(R),35,64,-30,38,61,-22
TX-28,Henry Cuellar,(D),46,53,-7,53,46,7
TX-29,Sylvia Garcia,(D),60,39,20,68,31,37
TX-30,Jasmine Crockett,(D),73,26,47,78,21,57
TX-31,John Carter,(R),38,61,-23,39,59,-20
TX-32,Julie Johnson,(D),61,37,24,66,33,33
TX-33,Marc Veasey,(D),66,32,34,74,24,50
TX-34,Vicente Gonzalez,(D),47,52,-4,57,42,16
TX-35,Greg Casar,(D),66,32,34,72,26,45
TX-36,Brian Babin,(R),31,68,-37,34,65,-32
TX-37,Lloyd Doggett,(D),74,24,49,75,23,53
TX-38,Wesley Hunt,(R),39,59,-21,40,58,-18
UT-01,Blake Moore,(R),38,59,-20,38,58,-20
UT-02,Celeste Maloy,(R),39,59,-20,40,57,-17
UT-03,Mike Kennedy,(R),39,58,-19,38,57,-19
UT-04,Burgess Owens,(R),35,62,-27,35,61,-26
VA-01,Rob Wittman,(R),47,52,-5,46,52,-6
VA-02,Jen Kiggans,(R),49.3,49.5,-0.2,50,48,2
VA-03,Bobby Scott,(D),67,32,35,68,30,38
VA-04,Jennifer McClellan,(D),66,33,33,67,32,36
VA-05,John McGuire,(R),43,56,-12,45,53,-8
VA-06,Ben Cline,(R),37,61,-24,38,60,-22
VA-07,Eugene Vindman,(D),51,48,3,53,46,7
VA-08,Don Beyer,(D),74,24,50,77,21,56
VA-09,Morgan Griffith,(R),28,72,-44,28,70,-42
VA-10,Suhas Subramanyam,(D),53,45,8,58,40,18
VA-11,James Walkinshaw,(D),66,31,34,70,29,41
VT-AL,Becca Balint,(D),64,33,32,66,31,36
WA-01,Suzan DelBene,(D),63,34,29,64,33,31
WA-02,Rick Larsen,(D),60,37,24,60,37,23
WA-03,Marie Gluesenkamp Perez,(D),47,50,-3,47,51,-4
WA-04,Dan Newhouse,(R),38,59,-21,40,57,-17
WA-05,Michael Baumgartner,(R),43,54,-11,44,54,-10
WA-06,Emily Randall,(D),58,39,19,57,40,17
WA-07,Pramila Jayapal,(D),86,11,75,87,11,76
WA-08,Kim Schrier,(D),51,46,6,52,45,7
WA-09,Adam Smith,(D),69,28,41,72,26,45
WA-10,Marilyn Strickland,(D),57,39,18,57,40,18
WI-01,Bryan Steil,(R),47,52,-5,48,50,-2
WI-02,Mark Pocan,(D),69,29,40,70,28,42
WI-03,Derrick Van Orden,(R),46,53,-7,47,51,-5
WI-04,Gwen Moore,(D),75,23,52,76,23,53
WI-05,Scott Fitzgerald,(R),38,60,-22,38,61,-23
WI-06,Glenn Grothman,(R),41,58,-16,41,57,-16
WI-07,Tom Tiffany,(R),38,61,-23,39,59,-20
WI-08,Tony Wied,(R),41,57,-16,41,57,-15
WV-01,Carol Miller,(R),27,71,-44,29,70,-41
WV-02,Riley Moore,(R),29,69,-40,31,68,-37
WY-AL,Harriet Hageman,(R),26,72,-46,27,70,-44
