district_id,n_points,n_sampled,far_snap_dropped,isolated_dropped,max_snap_m,max_drive_min,from_lon,from_lat,to_lon,to_lat,max_route_mi,span_mi,span_drive_min,span_from_lon,span_from_lat,span_to_lon,span_to_lat,span_route_mi,geo_diameter_mi,max_drive_min_ferry,ferry_from_lon,ferry_from_lat,ferry_to_lon,ferry_to_lat,unreachable_pairs,total_pairs,largest_component,max_route_poly,span_route_poly
MI-04,24,72,23,0,4625,123.8,-86.143826,42.938849,-85.305037,42.197031,84.9,75.6,102.2,-86.485039,42.055186,-85.089785,42.415674,87.2,75.6,123.8,-86.143826,42.938849,-85.305037,42.197031,0,552,24,ynaeG|}wlO`bBb[rsKogGz_KgwClhH_\lyO}aPhzFmbC|qMaePnqBo_At}EojRjmEsfFs@gnEfhA{fG~nVf_@pzAgqMfoCxB_SsjBx|BmjCl_@wnCIycNqnAygOv}@w}LhvBbbGl_Iwe@x\s{C,}{t_GnrznOcP@Qu{@cy@Ez~@}iBo|BasF_hGgtDc|Ia`OuUakKi}@ipH_s@qaR~FwrKbf@opE_zA{gIeMusKgbAewDod@{oUmvA_pF|ByxUmxAwuFkoBetDmBu{KehA}yKmDcuEngB_qPtPojL{^cvAoaGzw@aoAkr@uj@mbC{kDyZcdGu`Cyk@g`@_GgoBov@ikB
MI-05,24,72,15,0,3823,284.5,-83.433408,42.082104,-86.837234,41.754171,197.5,176.4,283.8,-86.837234,41.754171,-83.433408,42.082104,197.1,176.4,284.5,-83.433408,42.082104,-86.837234,41.754171,0,552,24,cdz_Gxqf|N{\`bHbiO{EvqDfeE_i@fyCpaChqAoe@hhJ|aBx|BwuGz|m@_zD`jv@}qE|wLdeAv_Mkn@nbf@`rOblg@raFl_r@q}@l~M`l[rk}@uj@zluAfiFre\acE~zS`iBz~YefDbfDjeBnyf@gn@|xx@vaH`wU,qbz}Ftk_qOwaHawUfn@}xx@oqAm`g@`pCuvCxFgzDsnBclTzcEqqSajFao\tj@{luAal[sk}@t}@}|MwaF}`r@arOclg@jn@obf@eeAw_M|qE}wL~yDajv@vuG{|m@}aBy|Bne@ihJqaCiqA~h@gyCwqDgeEciOzEz\abH
MI-06,24,72,0,0,1891,103.9,-83.188531,42.043961,-84.103694,42.07714,59.7,53.7,97.1,-83.142439,42.119071,-84.123773,42.395654,65.5,53.7,103.9,-83.188531,42.043961,-84.103694,42.07714,0,552,24,wur_GhwvzNy{@b`@pArrBuyAwGdAdjFm|@jfC}uB~qCnNn_QqsAj}Aiq@nBoJ~`Axd@tw{@a}GhgIw{@|`@zf@ncBn@n`Xfo@`jB~Cd_Flm@vYi\fbFxlIs^iA`]zm@}@l@|}@xzA{BtE~cI{w@nsBe@d`@rZsA,eka`GfwmzNqk@iG}IztGd\zeVoiJ|HjJppTw~Elp@`T|u@yYbg@ca@eBpWn}UawAtvCjm@xoJgClmGyjAxmDeJbnGcjCzrD_tCp_@aZhnGa{@`yDlCjoTss@|sH_gBeBasAfq@_`Bt|C_~El`F}q@niBnw@rj@un@zEqDju@
MI-07,24,72,0,0,505,139.2,-84.832948,43.068861,-83.692107,42.765138,100,76.7,114.7,-85.06647,42.44333,-83.567064,42.546825,92,76.7,139.2,-84.832948,43.068861,-83.692107,42.765138,0,552,24,k{zeG||wdO`BlYldCTf@obR|g_@pVn`O_WnIocH|fAs{B|gDq]tgLtBd|CorDjDo|Gfi@wlHgtBwcJ}EqxI`nAiyRQ_pUttAy{Etc@y`XzzB_gH~tAmvAy|@g~@CmbOsk@}yCsUujW}|Dd~@kePfV{nBakAjbAgyG}uCtCp^omAzc@pSbj@q_@,yu`bGlpefOyAimH~`A{r@gTysJ{eBoe@wlAwcGgkJgdNizJmaA_uFw~NmyHobNzs@whBhl@c_QgtBwcJoEqcJrmAinRQ_pUttAy{E|`@}rWn{Js}Who@{sLtyIqnTl_@srXuc@uvFqrCoz@
MI-08,24,72,6,0,1094,155.3,-83.917607,42.839628,-84.267488,43.827546,101.2,85.4,125.4,-83.771099,42.786221,-84.145969,43.99154,96.7,85.4,155.3,-83.917607,42.839628,-84.267488,43.827546,0,552,24,ubndG`de_OEadCexDbFOenHkyAlAmH{kVm~K{g@gcDnVqwBljC}bKfqAk|b@bo@_~Ph~PmfEff@qiEtkCmtKxBqdD`yEggG`nB}nOnW{vHzoKqjUrsAu_M_o@{Ab_P`xAxAe@b_KmDpyFiyA{@}CzwJvsD`B,{tcdGjph~NaUyqEgrB}jAmuIvyAmePahB_hDxVqwBljC}bKfqAk|b@bo@_~Ph~PmfEff@qiEtkCmtKxBqdD`yEggG`nB}nOnWu|HdrKwdUhqA{{Lao@mC|q@seX|DuE|aRil@~@SlaC
MI-09,24,72,35,0,4715,167.5,-82.520434,42.628731,-83.663524,43.595952,129.3,88.3,167.4,-83.663524,43.595952,-82.520434,42.628731,129.7,89.5,189.9,-82.584111,42.567244,-83.663524,43.595952,46,552,23,q|dcGtgtvNw~Pq{B{Q_eAayHswA}eEhkAq~CkRsJ~kAsqMtt@_rFlKifAqhBwvAMahBbjPvdBlpFaXbvh@kaAr_EvBt`LcdB`yZukoAfbBna@n}x@ajSd[id@bsMgwPtLvFpqYhwCraKweAL,uyaiG~os}NveAMiwCsaKwFqqYfwPuLhd@csM`jSe[oa@o}x@|dpAkxA~hAybh@zaAg~D{T{dM`s@wlDaEqmUkbB}oFziB{{OzqAkBhbA~fBxvFT{K{n@||MmSrJ_lAp~CjR|eEikA`yHrwAzQ~dAv~Pp{B
MI-10,24,72,0,0,1392,55,-82.782592,42.570882,-83.206371,42.697599,30.6,23.5,50.8,-82.885674,42.455157,-83.197036,42.705508,32.1,23.5,55,-82.782592,42.570882,-83.206371,42.697599,0,552,24,_sybGdngxNuuAhk@_n@cImHfk@fLx\gYpy@jtAxCKjw@tr@ltBnZ`xDhPpmRqfArzCseBvqCafBhdBudBeCzHMbDrb@[bdOuf@hbCsgAlwAiSdeB{p@|]ybAhGH|cBotDhGb@|l@yVhIr@`P,w_cbGlr{xNmKc_@_oAvn@qn@xEuRbtAj@vqAwgA^yU|Zzb@vcWevYln@nIbA~BdhAwCr}I}e@p}BsgAlwAiSdeB{p@|]ybAhGH|cBmwFjJqB|J
MI-11,24,72,0,0,283,60,-83.190518,42.449665,-83.555639,42.618699,30.5,27.5,53.6,-83.557798,42.677266,-83.112984,42.451357,36.9,27.5,60,-83.190518,42.449665,-83.555639,42.618699,0,552,24,m}abGvcwzN_}@jFr@by@udMfTpEoc@m|Bb~Ae^vk@swD~~CnIeEtKzh@hKdaHsd@lsDdTh_DgC`g@ue@gS_g@`[gL`rBfx@boCEd|AwS`w@wBdkBhGziFel@lAfH`tFk}AfNhEtgEmn@lA,}kncGf{~|NVmYbnCqE?xMda@}}AwD{yGme@inB{_@k{F`JgcAuDgmFtWedA`vBqjDtMsv@xZs]vDiz@fz@_MfjB{aEiFgfG{p@wsBhm@ydEjDqiEz}@_m@zkEwMbL}a@}AekDd]ej@tsH}MviAvLveEe`AT~V`|@yBNzQ
MI-12,24,72,0,0,103,42.1,-83.395981,42.292601,-83.210111,42.522246,25.9,18.5,42.1,-83.395981,42.292601,-83.210111,42.522246,25.9,18.5,42.1,-83.395981,42.292601,-83.210111,42.522246,0,552,24,wgcaGzg_|NwOVs@yp@}qDrE{iAgZgfEvKUi]suA}WoS}xXxl@cuAgD}|Ak_Zbf@y@}qAm]H,wgcaGzg_|NwOVs@yp@}qDrE{iAgZgfEvKUi]suA}WoS}xXxl@cuAgD}|Ak_Zbf@y@}qAm]H
MI-13,24,72,6,0,4955,60.1,-82.890218,42.395049,-83.406972,42.283393,34.4,31.6,56.2,-83.416768,42.212678,-82.886022,42.446474,37.3,31.6,60.1,-82.890218,42.395049,-83.406972,42.283393,0,552,24,ahwaGzn|xNnb@j\tt@n_CnUzqBxe@f~AzWpeC_NvHdhBxoGmNdItf@dkBbkApzChXhyCpPpLfq@sW~]|I|bBzeFzy@xr@bbBhaEjjCb|Cc}@hkE}Vf^sKsAxMhr@~L`yHb`AjrCnJlaOeU~Oq~AsHwfA_]vNrnCoUd@,gts`Gxic|NoQcIk@a_Am[sRYweBgp@yJmtBuvMesAgmBeTwcAcL{yIxUgb@`~@qmErIjCodA{s@c[wv@wy@au@__Bo|Doz@ut@ofBoiFid@cB_jDlxAo`@ebBcdBctDoh@qmBwa@}f@ol@ykCiFehAqb@w|@yz@usE{sAqvBcvCqwAfg@elD{k@eR
MN-01,24,72,0,0,4578,355.9,-96.351919,43.84437,-91.279625,43.516785,307.8,258.9,351.5,-96.446998,43.7768,-91.279625,43.516785,310.9,258.9,355.9,-96.351919,43.84437,-91.279625,43.516785,0,552,24,ijrjGnvakQoOwzT~qHejDtc^|BH{vjFwpDgjdA}wAu`DlgE{aeDiiBs_q@s~CmvTncDgyYva@wjm@uaCw}Ed\gto@iuf@enn@cxMwm^`@s}o@txBiqO|[}cZcaDoug@|zFqcJvc@cjGugC{yZroB_xIxeHkzHv`Y__G~ii@do@,_dejGvhtkQHqxAd}_@_AgCwoRk~DcdVhEuzjFwpDgjdA}wAu`DrgEgudDoiBglq@c~CgdX~bDmkVta@wlm@saCw{Ed\gto@iuf@enn@cxMwm^`@s}o@txBiqO|[}cZqaDsmg@j{FmkJvc@cjGugC{yZroB_xIxeHkzHv`Y__G~ii@do@
MN-02,24,72,0,0,1064,147.4,-92.775554,44.85487,-93.996417,44.271416,99.9,73.8,143.5,-94.004353,44.24306,-92.775554,44.85487,98.3,73.8,147.4,-92.775554,44.85487,-93.996417,44.271416,0,552,24,}uwpGdfguPhdArtAcYxvd@wk@heAilE`}@`rAzeE{@jdGp~Ab`Cm[xoHpkHpiDjhDfsDvxHpyNvz^b{ApNbzFjuDpCtAp_g@bfJrAMv}FreKqAzvBtzBz{BvAlAtv[xcJxlM|s@rwOmWbzE~jLf~DGnuDokBqbA,cf`mGdfw|PwcA~PFouD_kLg~DlWczE}s@swO}cJ{{MiAsg[{{BwA{vBuzBgdKXm@s`[mfJ`A{@s_SmsDoE_AkbGik_@wyAsuHsqNcgMiwJfM_vGm_BqbCxAs}Fy{@etDnaFgxCtXkwd@idAstA
MN-03,24,72,0,0,406,69.6,-93.761847,44.909183,-93.332996,45.207545,45.8,31.8,56.2,-93.26114,44.816808,-93.614674,45.20307,40.8,31.8,69.6,-93.761847,44.909183,-93.332996,45.207545,0,552,24,kibqGpzg{PpUoEjVisA}rKm@yVe|A}lBtAgIwX}By_BjKe`Ba^qkACghFbYkhA{T}sAfh@kmBtA{~DrM}xAvv@ooCyVgaBjMa_Cb\i{@hF_fEwpGsJe{Aq[wlDoEo`Bya@ejBHkHua@~Iy~Arl@ywCylBlGs{@m`AewAqOupAzRspHPm[pZo~Aeh@tBwgFlM}j@hYkVKqy@_dAgUhEvW,ahppGbafxP_MvjDimGhApYvdHaGtcNmi@pkBebCngA}|KxhBmgZioAuuCfhEwlEtmC_fBtqCm~@vRixBvoCowAlD}@hhFhm@r{C
MN-04,24,72,0,0,1233,54.4,-93.074771,45.122308,-92.775649,44.885428,36.5,26.8,49.2,-93.221321,45.111943,-92.775649,44.885428,35.6,26.8,54.4,-93.074771,45.122308,-92.775649,44.885428,0,552,24,m}krGhtawP_J~H[h_IbkEkCja@}e@j~B_}@lTuYhfBDj|@q_BvpJaMllCjIfMe]kQqaAlPog@cCiqDvYuyH[ms^qKwfB}}@yiFpXaOznDr@n~@hRxsAdw@z|@R~x@eo@,s|irGfh~wPv_BeeDjnEwlEzz@{yFtbBkxDj|J{RvcCpNdSwWuNkkAnPih@cCiqDvYuyH[ms^qKwfB}}@yiFpXaOznDr@n~@hRxsAdw@z|@R~x@eo@
MN-05,24,72,0,0,308,39,-93.248489,45.120039,-93.190067,44.882381,27,17.6,33.8,-93.286998,44.86656,-93.248489,45.120039,22.8,17.6,39,-93.248489,45.120039,-93.190067,44.882381,0,552,24,gokrG`rcxP`^QNkg@ttE`I`eAl[fGhX{Kz{EnjCiQ|eB|QrvAu]`lCjCdk@|`@xeCaC`KgP_LylA`QmS`k@jAhl@h^tdJ~AjIoLQo|AkYip@zFqQthEnD{HkqFcd@s}@stA{z@,__zpGvbkxPbBveAky@CeuAkUyDafBiMcSebJkB}l@m]_u@aAcIrb@lMnaA_IvMgfCbBoi@g`@{hBuC}r@ZkfAr\yfBwQqbAnPw`AkS`PabFk{AsYyjDbAyf@{KD`j@a^P
MN-06,24,72,0,0,502,166.4,-93.630575,44.71714,-93.028272,45.215653,111.1,80.4,149.3,-93.836718,44.673507,-94.145108,45.815995,98.5,80.4,166.4,-93.630575,44.71714,-93.028272,45.215653,0,552,24,cy|oGbfnzPgErnBqpBi@kr@ll@yv@woAefFoAckBt~@oXjkDam@pwAwHnqGyn@hx@qo@`pCu^~gH{pB|DkbBik@cdOngDqfAxdBeIfgCwvBpnCsuBlBcz@p|@e_HxDa@yfGe|QeEkV_mA^}cJhRou@so@qzOlt@shFcfH_Fyd@qiKcg@uoAsr@ekFgqIpaA}jAkv@gl@nGfUu~@d@koG}sDbAnDgcYjm@{uBZy_K{Veu@hV{a@nAc~EpdEmJ~SkjAf[}tLoi@e~@CaaKjiEh@~Y_uIxyO`m@iD{Xy|HaE,mhtoGnnv{Pe@poAwf[QsbAocDa`HgfAmfOdiD}dAdeBoHdeCwvBpnC}pMxeAa@yfGspWtg@kjVg|OwaCx|Dy~CdCkcIf`Ogtz@fqCi~EnbGqEvvV_kJf_@Zr~Fsy@dBnNx}@
MN-07,24,72,0,0,1778,624.3,-95.097149,48.722122,-94.859165,43.984237,463.6,361.5,554.5,-94.859165,43.984237,-97.065765,48.991974,409,361.5,624.3,-95.097149,48.722122,-94.859165,43.984237,0,552,24,g`khHdtlcQcrQrfFe~Qvne@tyMn}nB`oYlat@vkwDpuPnCnxy@puMoAzdoDulKxabBu~kAjol@yfs@foe@euwAvxe@aaClld@odeAnzoDsrAprBjkWzm|A`B|@}`n@bzKe{B,otmkGxd~aQczKd{B}@|`n@{m|AaBqrBkkWozoDrrAmld@ndeAubf@|_Csfe@ttwAknl@tfs@_ebBvblA}w}DzlKg_pFnf`B
MN-08,24,72,24,0,3387,617.9,-95.342612,48.645034,-90.564187,48.080502,379.5,302.3,498.2,-96.060336,47.368681,-89.62612,47.996251,373.1,302.3,617.9,-95.342612,48.645034,-90.564187,48.080502,0,552,24,m~{gHhr|dQveH@MceC|xAa@@{{M}dFqxQybQwBkz@y}Gfv@q`[_qIf@vdJsro@qFmv]tbCyhRus@kd`@r}AefDd`Ek^n{@caUfeB}_El@_gs@`gU_rE_aA{ys@cgE}rQzB_{KtuH}JvpNi|YbzAaxEjRar]dhGcpNxtNlVfve@qk[lx]jb@vqIk`MftEooNxpQwxD`qLxZzlBmkMdwDiqCr|Un\cAqaH`~H~w@_bAc}E`lDqt[leMmxMj_@iz`AurBo|D_{Aafa@xnDqve@|vHczT}MedOhrDsd@rD_tKux^eqg@uc\o`t@klRuno@onGo`d@czCgjCksArfAalNoeMmcFdA}sEjoL}aEkd@k{H`xIecFhk[wpB`hIwi@gx@,gub`HbxhiQtnGfg@byAstdCylJM_yA}t]yq[|lCdaB}pr@vbVgkf@n{LiugEble@ym_Bbyt@knsA~}DaumCmtB}{Qqzz@i{iBcwy@agkAsm`@a}{@s|Ogmj@amc@mnnCweSgy_@
MO-01,24,72,0,0,2030,63.9,-90.433533,38.8179,-90.163317,38.823174,22.7,22.8,49,-90.264149,38.539731,-90.316181,38.867246,28.8,22.8,63.9,-90.433533,38.8179,-90.163317,38.823174,0,552,24,{r|kFpx}fP`bAobAfC{ZgG{MrYy[nTnAqcAsbB~@yv@dM_a@_EaIwa@wNfDy`@qCyPnyByiEff@_uA{i@ga@bB}tCbNe^mDiOpEqjBqC{sAgQ_\sL_s@dVyaBfAamAka@if@cF}g@qa@kJyYab@rGa]cAm[nJ}ImDc[nDaw@zk@{U|LiRlO{aD}f@{PkMdDcN|Usa@jQyk@r}@sF~]sO|ZvBrS,ihfjF|u|ePwCqIua@tq@yg@uAuHyo@sc@qi@{WgkAaq@gf@a|AegCwz@`DggAiTwq@u~BkhAqe@e}@P{aDjiAcnA|t@ol@lfAoBniA}jCbxBkp@yo@gq@wJqrBjjAimCdl@{qAv`Bqx@t_@mcAnfAq|GzwDomA_}@yk@`f@cScSyFrL
MO-02,24,72,0,0,1400,201,-90.650937,37.776826,-91.598512,38.678324,114.4,85.1,148.9,-91.504953,37.804448,-90.400001,38.67785,106,85.1,201,-90.650937,37.776826,-91.598512,38.678324,0,552,24,ehqeFjghhPsi@xuBirAon@w~DfbBc`AbkCk{AqHy`B|~Bm`AuY_bCvpFqfDrn@wFjjAwtF{_AqvBhm@chEa~AgrF~Z}kBacCapAxEqpGpaIgpM`tGm_@zaCqpDbyAwrAkq@e~Exh@_yC~bBoyDv~RaiAchAu~O|tAiwBnzAq`NfBa`I~qUvGtgHu~BteU{lChhD}xBjvHgxF~dEq`BvlDsAluBtaCpeAlcHj~Jgb@nkDqnDvwDxeBprIefBl|Au_@wmF,ytveF|`omPqnBssCl\k_H}uAzKqfD{cC_xGjr@ytGos@}xAeqA}l@qlF}{@tkAqfQvtDgcQugc@msRwgTe~D_bAgk@s`EuoF{nMioFmnDuuB}nFakFigB_eDuwIqnBcoA}RmmPo_CwvMiIijV_xBklBsx@ufDy_Ay}OkcF`yBitLIyMgjGymCe`@
MO-03,24,72,0,0,2393,225.7,-92.128705,39.657463,-90.187582,38.880109,161.8,121.7,185.8,-92.450497,38.862684,-90.187582,38.880109,143,121.7,225.7,-92.128705,39.657463,-90.187582,38.880109,0,552,24,cr`qFl{hqPqQwfQliQpE|JipFzxHsRaImcJnRyyCfwAaGdDgqJ~iAu|Fqb@obB~fF{X}BqaGprCscMlMo`GpzMnd@lv@y`nAywA}cElzEw|Fh`CmiHv`GodHleBolH|bXseK`mTtlB`oFyxBffCixDxsKcmAfjC_|FrqI{kFnn@{tn@kaBmfA{jAeeJdmCitHwjGsgBadCkhJmm@gM`Fm~CygFmaCt^ehLnVu~Bjx@T|YkyFffDuB}rB}}E,wjelFrvgsPyyA`}@_z@ud@hQ}uD`vA_bCuh@srImpEa~A{PyiGgoHkYxy@ue}@xn@mkCte@cwVddDwpRdHa~KbgBaaFwwA_tOte@m|LxnImkc@xPqvG~yC}oH~KodM{hAs{QtbDw~Uee@e}D~jA_ut@_bB_hAgjAyaJdmCcvHwjGsgBadCkhJmm@gM`Fm~CygFmaCt^ehLnVu~Bjx@T|YkyFffDuB}rB}}E
MO-04,24,72,0,0,1289,299,-94.197505,39.004529,-92.041718,37.911321,219.2,167.6,292.5,-94.601505,39.04545,-92.113948,37.604242,216.8,167.6,299,-94.197505,39.004529,-92.041718,37.911321,0,552,24,iaamFl}|}PruPjxChgE{OawBlaOcNzsMnm`@OtvA_u@biJhGpiGa}B`jBiePhlDk`LbqIswItKwuD|iH}pRbb@knF|dCwyBboAqcEfP{wFn~EmeJ|PctK|cCue@`YauYtgGeGleD{~W`mDowBz`C`KxjAeyAkbCemPlsDcv@lzBswDp{Dyr@uBouEzeFe{TvPyuLrlFmqFa|AwyKkDmzMhaAynEcYoeBlmAsgBse@_{ApZoqCzuLwyIv_@a`CtpCaqD~_\un@puKu`DzBa}K~p@e}AzaEadAuiBmtJtl@q}Ek}A{~IaoBenb@u`EucIkr@miP_zA_oBmtAlT_i@wrA}qCsu@ylDrnCotGot@eE}pCpoBR~m@koBn~Bcl@,aaimFlzk`QzrSi\jr@igLf|PbDx}MwxFtuO}wLzjBczHnkGczBjwGuf]bqIswIvyIaw_@xeMs}[|PctK|cCue@`YauYtgGeGleD{~WvzJseEkbCemPlkNqbH|sFohi@rlFmqFmaBeuZ`~AyqRjbMktJlqDcrH~_\un@puKu`DzBa}KzsFgbDmjGab`AykBeeExp@edJhgJomFxkC~}CfsJtt@bcJegDc_@}vB
MO-05,24,72,0,0,1787,276.3,-94.512342,38.927233,-91.636287,38.14547,206.9,169.2,274,-91.636287,38.14547,-94.569047,39.007321,204.4,169.2,276.3,-94.512342,38.927233,-91.636287,38.14547,0,552,24,e~qlFbmz_QodDzdBscSy}FjsBcu[abBc{CpVegVr_EnFznHszvDfjFcnv@eWw_v@biX{~ScB}lLpsGgiCraAywNh_KszGtnBvd@~_HunVriNiuSxnAwkMtxGkeLfsF|`@zaH_fG~nBorGHufTzwGysCtgHwtLnxQ|GtBs`G~_Iq`AdH_zE,ehygFxuhnPeH~yE_`Ip`AuBr`GoxQ}GugHvtL{wGxsCItfT_oBnrG{aH~eG_uFwm@wwG~oLqnAhkMaiN|wS_`HtnVunBwd@i_KrzGsaAxwNqsGfiCbB|lLkoX~_T~[t~u@}iF|lv@g~FfwaDc}@vaT_qDwDuT|sPjvAlsJiaCp_[zzGvoDlp@bzH
MO-06,24,72,0,0,4948,404.8,-95.682225,40.506262,-91.851729,40.604706,264.8,231.6,328.2,-95.682225,40.506262,-91.432504,39.690165,262.5,231.6,404.8,-95.682225,40.506262,-91.851729,40.604706,0,552,24,ckfvF||~fQw_@_uBpvEm~F]ysDlxLuhFo~AidDyFqbZuzAeSkWuxeA~`CiErJo{GhkD{|A`]yiQhaGimB`Gmv`@|eRnb@lSyaPv~Bi_Az[coHyyC_TnGueZwwCif\llB}ac@imB_zElCq`[yhBosJ_|Hc~Dyp@szGkxEizEajD{tNmfA_}Wi~FoqGubAssQqgAulgAhhAun]ouCawNiUsnf@}wDccAm`@k~TnpN_}Zop@yvfAx~Eykf@kkE`hB}wNir@eiKnkFoo@`wO,ckfvF||~fQw_@_uBpvEm~F]ysDtad@u~TrgIgmKfvGuzJd}FygTdqLwzFveSqic@dz@_uHdsTw}^`dTalBqtA_ftApnAigy@t`BirFkS{sjAkeFgdHyi@qs{AhoB{sRz|@w}qCrsOig_Awe@coK~{A_uImZweQisChG{Ueiv@
MO-07,24,72,0,0,989,248.2,-92.78163,36.713357,-94.528235,36.503747,169.9,115.5,208.4,-94.614793,37.322382,-92.794127,36.501815,156.5,115.5,248.2,-92.78163,36.713357,-94.528235,36.503747,0,552,24,oqa_FdlhuPwsBqY_dFdjBgvCzfD{DtwAhkBpe@wNtmKarB`HukDhqHc]vqJwdG_@cwBfcAsxCdmFubKqtCelCzeBy\jr`@qhW`MynA~`Fnl@j}Ekt@fiH_bBnvCen@hoFqcEnnEbrAjoI{QpdZdxRzua@`BpwF`iApiEcq@rh{AnrBjaLlzd@zOlnDsbBpjQnnAveDmv@xkGzfCt~Cc@bcAdxA|aDylAhdAvfB~vEbk@xgCxlD|wCsl@hcAlqGjw@gO,{oxbFlmn`QvdBqSh}@u~z@xxRvb@fVkmBwl@eaD`eA_kmBsf@mkEju@u{_@gaAenIrrDonEzn@opFjbBgxCzs@meH{m@igDhWc`DdfAckB|tMmg@vtVrc@bpBxlAhqLq`DrdQr\f^_jCn|Bef@yt@s{@nm@c_BeBsmGjdGwt@cB_gEwpAwnE|{AmXxxA}mD`[_nFhmBqVp_F__GhUkdOzhI_xAfsA|bBxgBvNn_@}qLfjB`Y
MO-08,24,72,1,0,2226,365.1,-92.756749,36.542108,-90.358561,38.452294,279.7,207.2,306.5,-92.900023,36.978791,-89.146064,36.973935,247.2,207.2,365.1,-92.756749,36.542108,-90.358561,38.452294,0,552,24,ec`~EtpcuP_lFs}Av\{qVuzCmgExlBogJq`EckXykKkpB}f@ypIuxCwaDxYofEupDciAfAebE{nRqh@vbCgfMwwSkh@c_Ey}As{E{lJgAonPfxBsgIclFyck@j`Bme\exAwvi@xlD}kIxcDiu`@s{BkhJs|LoaQlv@_cH{bFzW_RqsIykCogBllA_zVaeAa~E_zJxbBsgHidPplA}n[c_LkcAaa_@qs[mzG{cAscTdvCgtUtaJ}zJneLsbI}Oyo]reToyJkgL}nDfaAqvT{lEsrEw_D}s@uoFwni@wq@qkFs}D,mlu`Fbp_vPw[mvA}}CrpBkvD{_MxtBqkAmU_rIl`KqcQelJylEslBijE}nNis@|c@ea_@mgFqz]nSmwRleG_~SjkHe_Iv`KmkDzrDqgKukF}hk@j`Bme\kxAmpi@~lDgrI`dDss`@cfQ{w_@nzT_aYhXi~JtiNgb]vUmnPdlHmuJh}@kzp@adK_xnBexJwo`@gaB{rl@seIs|J
MS-01,24,72,0,0,2795,281.2,-89.309924,33.153174,-90.232409,34.992136,176.9,157,257.5,-88.409445,33.29287,-90.232409,34.992136,195.8,157,281.2,-89.309924,33.153174,-90.232409,34.992136,0,552,24,ifjiE~ib`Ps~VcpCenGyvSefItaBksHvyGqyKua@sdPzqGw|HnOe{QhmPy~K}q@k`LijI}nh@ljMm}HeCiuJp{MeiObhKghZgmDkySdyB}kJixEimb@s~C}qI|~GgvIhef@ykSdj\|c@rjy@a_FhbO,moejE`nrzOwxCx@f@l}DsuDvo@d@`kPu`Zc_Hm\bx_@uph@~x@qak@pwLidK}fFyuz@eBubClcSuzOnjT_h@ppEkwQnxPykIp_TiuL`wKc}@dmMetEloFwuAdpJ{pUb_VgvIhef@ykSdj\|c@rjy@a_FhbO
MS-02,24,72,8,0,4786,437.4,-90.560021,31.009117,-89.505893,33.904465,291.7,264.8,409.2,-91.468511,31.002314,-90.443279,34.737565,316.2,264.8,437.4,-90.560021,31.009117,-89.505893,33.904465,0,552,24,_ng|DbovgPojBlj@fXxoNylGtiBgcQfc[oeGpof@izLr_AafCrpKwaKdrGgbu@iaNcfMncDicJihDklEjo@ims@qmY}`ZjcC_zMewDqyL_|O_r^}dF_~JmpOsgAmdMqpFknJitj@erZltBqra@epFw}Se~AuuWytaAcmh@crS_vEcvn@m[uih@`lL~dD{xj@wyOoz@o`A{}LctGlUqj@ukE,mcf|Dd}gmPolLfhF{iEath@i|D_yBwlm@hxVol]w[g|b@ie}@{qcAs`\wrh@el@ygMcdP}a^ooBkc^duKshIh{Kwvo@izUelXpqJanN}wGiin@jiGadq@wx]i|aArkDy`QkuJm|L}g^sg|Aeb]egIcUaqCzuL
MS-03,24,72,0,0,2333,370.2,-88.682351,33.550578,-90.323731,31.002755,242.1,200.4,369.5,-90.323731,31.002755,-88.682351,33.550578,241.7,200.4,370.2,-88.682351,33.550578,-90.323731,31.002755,0,552,24,czwkEtwg|OlqE`vChrBbgMjjExlDnWdhH|~IUdbQxtIfmEas@`mGvqNzpJtvEp}BdlM`bYa~DvcNhkFrvV`Rx~BldEroMz|Cbn_@muIntWx`@lwU`_Gh_WllAzdMxuL~eShcJbnGrDdKx`DtzHbuFxsRjsGk[poE`e[|}Df~Jzq_@_~A~}Tr{d@ldD~o[fgJroHreHzzAefAltInq`@rvKreTpwOz{HbXlgPrpCflG,gff|DhjhfPspCglGiW{hPkxOmzH}qKg`Tg{Iq}`@wxAzlAsoHseH_p[ggJgyd@ycDv}A}~Tc~J{r_@ig[s|Dj[qoEysRksGuzHcuFeKy`DcnGsD_fSicJ{dMyuLi_WmlAmwUa_GotWy`@cn_@luIsoM{|Cy~BmdEsvVaRwcNikF{dYzgDcyBswLaqJ{vEimGarN}sE`q@c{P_rIq`JmTmWwpGkjEylDirBcgMmqEavC
